"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"""yo tengo luz y tengo fuerza""",FALSE,1,NA,2015-06-24 04:32:51,FALSE,NA,"613565425721278465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ia22Ismart",0,FALSE,FALSE,"-99.0427031","19.5271012"
"Ì†ºÌº∏Ì†ºÌº≤Ì†ΩÌ≤ï @ Valle De Bravo https://t.co/FOOiJEI3Ko",FALSE,0,NA,2015-06-24 04:17:12,FALSE,NA,"613561485265125376",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MarinaYpez",0,FALSE,FALSE,"-99.0254955","19.53339445"
"I'm at Multiplaza Arag√≥n - @multiplazaa in Ecatepec, M√©xico w/ @davidmarinpaz https://t.co/p7wpOSt6rg",FALSE,0,NA,2015-06-24 02:59:53,FALSE,NA,"613542028899696640",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","LuceroTaly",0,FALSE,FALSE,"-99.02771473","19.53111647"
"Ì†ΩÌ±åÌ†ºÌøªÌ†ΩÌπåÌ†ºÌøª (@ Antojitos Mexicanos) https://t.co/yRctuTqQ0C",FALSE,0,NA,2015-06-24 02:43:49,FALSE,NA,"613537987947831296",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","RoDooooooo",0,FALSE,FALSE,"-99.099759","19.509479"
"#POSTERANIMATRONICO soy de M√©xico",FALSE,0,NA,2015-06-24 02:42:55,FALSE,NA,"613537760415105024",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282834","19.53437618"
"#POSTERANIMATRONICO poster poster poster",FALSE,0,NA,2015-06-24 02:42:28,FALSE,NA,"613537646254526465",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282224","19.53438315"
"#POSTERANIMATRONICO por favor quiero el poster",FALSE,0,NA,2015-06-24 02:41:48,FALSE,NA,"613537479086354432",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282834","19.53437618"
"#POSTERANIMATRONICO reg√°lenme el.poster a mi",FALSE,0,NA,2015-06-24 02:41:22,FALSE,NA,"613537368306421760",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.02838773","19.5343858"
"#posteranimatronico lo quiero!!!!",FALSE,0,NA,2015-06-24 02:40:45,FALSE,NA,"613537214249631744",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.02838773","19.5343858"
"@zarcort #POSTERANIMATRONICO",FALSE,0,"zarcort",2015-06-24 02:40:16,FALSE,NA,"613537091675226112","299105200","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.02838773","19.5343858"
"#POSTERANIMATRONICO porfa",FALSE,0,NA,2015-06-24 02:34:44,FALSE,NA,"613535698507804673",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282834","19.53437618"
"#POSTERANIMATRONICO :)",FALSE,0,NA,2015-06-24 02:33:42,FALSE,NA,"613535441355059201",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282834","19.53437618"
"#POSTERANIMATRONICO",FALSE,0,NA,2015-06-24 02:32:36,FALSE,NA,"613535164707115008",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282834","19.53437618"
"#POSTERANIMATRONICO en mis manos",FALSE,0,NA,2015-06-24 02:17:03,FALSE,NA,"613531250658144257",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.02862953","19.53396876"
"#POSTERANIMATRONICO en mi cuarto",FALSE,0,NA,2015-06-24 02:11:02,FALSE,NA,"613529735302283264",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.02842","19.534381"
"#POSTERANIMATRONICO para mi",FALSE,0,NA,2015-06-24 02:10:08,FALSE,NA,"613529510084898816",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.0282224","19.53438315"
"#posteranimatronico quiero el.poster",FALSE,0,NA,2015-06-24 02:07:27,FALSE,NA,"613528832654471168",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","KARYBEKER",0,FALSE,FALSE,"-99.02827719","19.53438859"
"#4dx #jurassicworld #velociraptors #rex #helping #vs #movement #awesome #amazing #instajurasic @‚Ä¶ https://t.co/QvJNkz0ycq",FALSE,0,NA,2015-06-24 01:45:45,FALSE,NA,"613523373096849408",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","shyckes",0,FALSE,FALSE,"-99.02633236","19.52976543"
"Ì†ΩÌ∏û (@ Pante√≥n Jard√≠n Guadalupano) https://t.co/0eunpTjsy8",FALSE,0,NA,2015-06-24 01:44:23,FALSE,NA,"613523030581608448",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Soullessg",0,FALSE,FALSE,"-99.02331567","19.53055169"
"Q felicidad muy bien Ì†ΩÌ∏ò",FALSE,1,NA,2015-06-24 01:40:50,FALSE,NA,"613522136225832960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magdalenapatr13",0,FALSE,FALSE,"-99.0928055","19.5089295"
"I'm at El Paisa in Ecatepec, Estado de M√©xico https://t.co/OTgjXyOiOo",FALSE,0,NA,2015-06-24 01:31:01,FALSE,NA,"613519666842046464",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","baronrojobal",0,FALSE,FALSE,"-99.03312206","19.54090411"
"http://t.co/GJmixt9F8U",FALSE,0,NA,2015-06-24 00:51:25,FALSE,NA,"613509700190011392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JAVIER_BAUTISTA",0,FALSE,FALSE,"-99.0296296","19.5220728"
"Que paz.",FALSE,0,NA,2015-06-24 00:27:20,FALSE,NA,"613503640112885762",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","huidobro_zy",0,FALSE,FALSE,"-99.04432775","19.54147182"
"Onika Ì†ΩÌ¥•
#NickiMinaj #Onika #ThePinkprint #Flawless #Barbz #Red #Blue #Pink #Orange #BigDaddy #Sexy‚Ä¶ https://t.co/tIjtIhNaJk",FALSE,0,NA,2015-06-24 00:10:55,FALSE,NA,"613499509306470400",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ArmandMBlueKid",0,FALSE,FALSE,"-99.08582937","19.50710896"
"Primer d√≠a que salgo con luz de esta oficina (@ Digital Dealers - @bedealers in Ecatepec, Distrito Federal) https://t.co/rYIPKzDzga",FALSE,0,NA,2015-06-24 00:10:03,FALSE,NA,"613499287364837376",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","juk_sin_miedo",0,FALSE,FALSE,"-99.04079318","19.51628728"
"Ì†ΩÌ∏ç
#ArianaGrande #Arianator #Moonlight #Hooneymoon #MyEverything #Flawless #Girl #Sexy #Love #Pink‚Ä¶ https://t.co/TpkJ5G0kAK",FALSE,0,NA,2015-06-24 00:07:59,FALSE,NA,"613498768273620992",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ArmandMBlueKid",0,FALSE,FALSE,"-99.08582937","19.50710896"
"Si le contest√≥ se desespera piensa que con otro estoy haci√©ndole lo que hacia eaaa ea ea http://t.co/GyXo9CsVl7",FALSE,0,NA,2015-06-24 00:02:08,FALSE,NA,"613497298098634752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fannynicee",0,FALSE,FALSE,"-99.0330083","19.5444821"
"Rih!
#Rihanna #BadGal #R8 #Stay #Flawless #Riri #Stay #Eyes #She @ L√≠nea 5 Metrob√∫s R√≠o de los Remedios https://t.co/welPCF7tD0",FALSE,0,NA,2015-06-24 00:01:38,FALSE,NA,"613497171455930368",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ArmandMBlueKid",0,FALSE,FALSE,"-99.08582937","19.50710896"
"I'm at Cin√©polis for Jurassic World 3D in Zona Metropolitana, Edo M√©xico w/ @davidmarinpaz https://t.co/68WhaMEORg",FALSE,0,NA,2015-06-24 00:00:31,FALSE,NA,"613496892190756864",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","LuceroTaly",0,FALSE,FALSE,"-99.02664185","19.53018621"
"Y'all bitches better know she is the queen!
#NickiMinaj #Queen #ThePinkprint #Anaconda #2012 #MTV‚Ä¶ https://t.co/xXuIoeGmmS",FALSE,0,NA,2015-06-23 23:55:47,FALSE,NA,"613495698382811136",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ArmandMBlueKid",0,FALSE,FALSE,"-99.08582937","19.50710896"
"Awww mi princesa feliz!!! http://t.co/esWs6GfIhU",FALSE,0,NA,2015-06-23 22:05:29,FALSE,NA,"613467941468700672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YAROMIS",0,FALSE,FALSE,"-99.0221732","19.5412883"
"Sexy Ì†ΩÌ∏≥Ì†ΩÌ∏ç
#NickiMinaj #ThePinkprint #Anaconda #RollingStone #Onika #Pink #Blue #Barbz #Flawless #Sexy‚Ä¶ https://t.co/b3AiPMMKQF",FALSE,0,NA,2015-06-23 21:44:19,FALSE,NA,"613462613259874304",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ArmandMBlueKid",0,FALSE,FALSE,"-99.08582937","19.50710896"
"@OyeSergioMejia @somosCD9 Est√°n Hermoso Sus Dibujos Me Los Regalas Se Que Tu Quieres",FALSE,0,"OyeSergioMejia",2015-06-23 21:35:45,FALSE,"613459990133669892","613460459363045376","106800403","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413842","19.5286911"
"@OyeSergioMejia @soyalonsovillal @JosDice @soyalannavarro @bryanmouque  A Todos Por Que Lo Hacen S√∫per A Igual Que Tu",FALSE,0,"OyeSergioMejia",2015-06-23 21:27:22,FALSE,"613456596279037952","613458348084588544","106800403","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0414051","19.5286746"
"A comer!! (@ Carnitas el tarasco) https://t.co/M85Fibauuj",FALSE,0,NA,2015-06-23 20:57:36,FALSE,NA,"613450856474783744",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","IvAnO_sixTieS",0,FALSE,FALSE,"-99.04309704","19.54732078"
"Preparando el viaje (@ Ciudad Azteca 1era secci√≥n in Ecatepec, M√©xico) https://t.co/RgxmEUeTvl",FALSE,0,NA,2015-06-23 20:55:38,FALSE,NA,"613450363581132801",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Viriwuis",0,FALSE,FALSE,"-99.0318699","19.54117001"
"@AztecaDeportes @MiguelHerreraDT falta otro dt... Uno de wuevos...",FALSE,0,"AztecaDeportes",2015-06-23 20:52:08,FALSE,"613373550422921216","613449480252207104","40131441","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","castormac1",0,FALSE,FALSE,"-99.0357659","19.5159533"
"@AztecaDeportes @miseleccionmx @MiguelHerreraDT entonces por que no aguanta criticas.. Enano hijo de puta",FALSE,0,"AztecaDeportes",2015-06-23 20:50:59,FALSE,"613372246002806785","613449190853623808","40131441","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","castormac1",0,FALSE,FALSE,"-99.0407802","19.5040123"
"El CoderPower Esta Presente  #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:42:27,FALSE,NA,"613447043613265920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413728","19.5286505"
"@soyalannavarro tu yo comiendo casuelitas te amo  #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,"soyalannavarro",2015-06-23 20:39:13,FALSE,NA,"613446231772147712","1416963510","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413759","19.5286344"
"@fatimarg23  GRACIAS POR SEGUIRME PRECIOSA",FALSE,0,"fatimarg23",2015-06-23 20:35:33,FALSE,NA,"613445308064796672","308192101","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jose_kyhaz",0,FALSE,FALSE,"-99.017641","19.5253784"
"@bryanmouque se que cocinas delicioso  #CD9InvadeOye897",FALSE,0,"bryanmouque",2015-06-23 20:32:55,FALSE,NA,"613444645930926080","81530160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413133","19.5286916"
"Los Amo Demasiado Que Dar√≠a Mi Vida Por Ustedes  #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:31:42,FALSE,NA,"613444340619177984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0414044","19.52878"
"Aprender a vivir y volver√© a re√≠r aprender a vivir sin tu amor sin todo este dolor @somosCD9  #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:28:42,FALSE,NA,"613443582939283457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413197","19.5287045"
"@soyalannavarro tu risa es hermosa  #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,"soyalannavarro",2015-06-23 20:26:41,FALSE,NA,"613443075596161024","1416963510","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0414083","19.528622"
"@bryanmouque Tus Manos Son Hermosas  #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,"bryanmouque",2015-06-23 20:25:30,FALSE,NA,"613442780442984449","81530160","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413209","19.5286883"
"@JosDice  #CD9InvadeOye897 cuando Volver√°n a Hacer Unfirma De Aut√≥grafos En El Df #CD9InvadeOye897",FALSE,0,"JosDice",2015-06-23 20:23:31,FALSE,NA,"613442280951648256","52868714","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413708","19.5286614"
"√Årboles azules @soyalannavarro  para presidente  #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:22:06,FALSE,NA,"613441924918173696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413703","19.5286568"
"#CD9InvadeOye897 #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:20:57,FALSE,NA,"613441634043211776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413214","19.5286936"
"@soyalannavarro yo igual te amo los a√±o a todos  #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,"soyalannavarro",2015-06-23 20:20:15,FALSE,NA,"613441457022566400","1416963510","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413959","19.5286837"
"Si ustedes me hacen feliz son los mejores locutores de radio @somosCD9  #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:19:30,FALSE,NA,"613441268006281220",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0414008","19.5286257"
"Mucho mejor Ì†ΩÌ∏äÌ†ΩÌ±∏",FALSE,1,NA,2015-06-23 20:19:18,FALSE,NA,"613441219218116608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magdalenapatr13",0,FALSE,FALSE,"-99.0927997","19.5089168"
"Canela Te amo Pelame #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:17:57,FALSE,NA,"613440880498716672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413252","19.5285789"
"¬øCual es su videojuego favorito ?  #CD9InvadeOye897 #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:13:02,FALSE,NA,"613439644181528576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0414055","19.5286898"
"Sonso Tu Apodo @soyalonsovillal Mi Amor Eres Perfecto  #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:10:03,FALSE,NA,"613438891748536320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0414404","19.5286445"
"Yo Me Pongo Nerviosa Cuando Viajan En Avi√≥n @JosDice Ì†ΩÌ±åÌ†ΩÌ≤ïÌ†ΩÌ∏ò #CD9InvadeOye897",FALSE,0,NA,2015-06-23 20:07:11,FALSE,NA,"613438169753583616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413738","19.5286804"
"Para Ustedes Que Son Las Coder?  #CD9InvadeOye897 Ì†ΩÌ±åÌ†ΩÌ≤ïÌ†ΩÌ∏ò",FALSE,0,NA,2015-06-23 20:06:04,FALSE,NA,"613437888596852736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413546","19.5286974"
"#CD9InvadeOye897 @JosDice Te Ves Hermoso Haciendo Esas Caras Ì†ΩÌ±åÌ†ΩÌ≤ïÌ†ΩÌ∏ò",FALSE,0,NA,2015-06-23 20:05:16,FALSE,NA,"613437685634457600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413815","19.5286443"
"#CD9InvadeOye897 Son Los Mejores Locutores De Radio @somosCD9",FALSE,0,NA,2015-06-23 20:04:14,FALSE,NA,"613437426988482561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413802","19.5286345"
"#CD9InvadeOye897 Lo Amo Ì†ΩÌ±åÌ†ΩÌ≤ïÌ†ΩÌ∏ò",FALSE,0,NA,2015-06-23 20:03:07,FALSE,NA,"613437147924697088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonitakaren22",0,FALSE,FALSE,"-99.0413588","19.5286584"
"I just finished running 3.96 km in 22m:29s with #Endomondo #endorphins http://t.co/122xUhXFOI",FALSE,0,NA,2015-06-23 17:57:21,FALSE,NA,"613405495014105088",NA,"<a href=""http://www.endomondo.com"" rel=""nofollow"">Endomondo</a>","fenixjor",0,FALSE,FALSE,"-99.042073","19.519764"
"I just began a running workout using #Endomondo. Peptalk me now @ http://t.co/122xUhXFOI",FALSE,0,NA,2015-06-23 17:20:42,FALSE,NA,"613396272909844481",NA,"<a href=""http://www.endomondo.com"" rel=""nofollow"">Endomondo</a>","fenixjor",0,FALSE,FALSE,"-99.047623","19.519424"
"Estoy desecho‚Ä¶ (@ Club VIP) https://t.co/3ab9YC2Z6I",FALSE,0,NA,2015-06-23 17:05:55,FALSE,NA,"613392552901890053",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","NoelQuirozV",0,FALSE,FALSE,"-99.10024509","19.50963699"
"Con mi hermanita ‚ù§Ô∏èÌ†ΩÌ≤ÉÌ†ºÌøªÌ†ΩÌ≤ÉÌ†ºÌøªÌ†ΩÌπåÌ†ºÌøª (@ Multiplaza Arag√≥n - @multiplazaa in Ecatepec, M√©xico) https://t.co/0JnlGEGr2R",FALSE,0,NA,2015-06-23 17:01:09,FALSE,NA,"613391351435161601",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","MitzyGNavarro",0,FALSE,FALSE,"-99.02771473","19.53111647"
